Body name,Body,"Full Property Address","Post Code","Analysis Code of Last 2010 Valuation","NDR - Analysis code description"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","362, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","364-368, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","370, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0052), O/S 22 Seven Ways Parade, Woodford Avenue, Ilford, Essex","IG2 6HX","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Valentines High School, 348-360, Cranbrook Road, Ilford","IG2 6HX","EL","School And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right (Adshel Site 0054), O/S 398 Cranbrook Road, Ilford, Essex","IG2 6HW","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","398a Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CW3","Store And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","374, Cranbrook Road, Ilford, Essex","IG2 6HW","CW3","Store And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","398b Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Unit 2, 402, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Unit 1, 402, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","398a Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Telephone Kiosk (Id:362), O/S 384-386 Cranbrook Road, Ilford, Essex","IG2 6HW","MT2","Public Telephone Kiosk And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1st & 2nd Flrs, 418-420, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","426, Cranbrook Road, Ilford","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","422, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","384-386, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","390, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","392, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","394, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","400, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","404, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","410-412 Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CR","Restaurant And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","416, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","372-374 Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","376-378, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CR","Restaurant And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","380-382, Cranbrook Road, Ilford, Essex","IG2 6HW","CS1","Bank And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","388, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","396, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","406, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","414, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","424, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","428, Cranbrook Road, Ilford","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","408, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0049), O/S 27 Woodford Avenue, Ilford, Essex","IG2 6HF","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","545, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HE","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","555-557, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HE","CSO","Shop And Premises And Office"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","551, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HE","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","539-541 , Cranbrook Road, Ilford","IG2 6HE","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","549, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HE","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","543, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HE","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0053), O/S 545 Cranbrook Road, Ilford, Essex","IG2 6HE","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","521, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","535, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","513-519, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","523, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","531-533, Cranbrook Road, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","525, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","527, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","529, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","537, Cranbrook Road, Ilford, Essex","IG2 6HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","441-443, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","449-449a, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","451, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","465, Cranbrook Road, Ilford, Essex","IG2 6EW","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","453, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","445, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","439, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Car Parking Space No 14 R/O 509-511, Cranbrook Road, Ilford, Essex","IG2 6ER","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1st F Cambrian House, 509-511, Cranbrook Road, Ilford, Essex","IG2 6ER","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Car Parking Space No 12 R/O 509-511, Cranbrook Road, Ilford, Essex","IG2 6ER","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Car Parking Space No 13 R/O 509-511, Cranbrook Road, Ilford, Essex","IG2 6ER","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","2nd Flr Cambrian House, 509-511, Cranbrook Road, Ilford, Essex","IG2 6ER","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Gnd Flr Lhs Cambrian House, 511, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6ER","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ground Floor Rhs Cambrian House, 509, Cranbrook Road, Gants Hill, Ilford, Essex","IG2 6ER","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Adshel 0126 0306, Adj 472, Eastern Avenue, Ilford, Essex","IG2 6EQ","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Adshel 0126 0218, O/S 522, Eastern Avenue, Ilford, Essex","IG2 6EJ","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1st Floor, 53-55, Perth Road, Gants Hill, Ilford, Essex","IG2 6BZ","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","53-55, Perth Road, Gants Hill, Ilford, Essex","IG2 6BZ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","39, Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","41, Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","51, Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","47, Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Car Parking Space 15, Arodene House, 41-45, Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 28, Arodene House, Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1st Flr Rear (West Section), Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Car Parking Spaces 8-9, Arodene House Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","49, Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 7, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 2, Arodene House, Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1st Flr Rear (East Section), Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 25 Arodene House Over 41-45, Perth Road, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Suite D 2nd Flr Front, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","2nd Flr Rear, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","4th Flr  Arodene House, Over 41-45, Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 1, Arodene House, Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","3rd Flr Rear, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space Nos 4 5 & 6, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","43-45, Perth Road, Ilford, Essex","IG2 6BX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","3rd Flr Front, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 26 Arodene House Over 41-45, Perth Road, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 30 Arodene House Over 41-45, Perth Road, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Car Parking Space 10 Arodene House, Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","5th Flr Front Arodene House, Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Suite F 2nd Flr Front, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","6th Flr Front, Arodene House, Over 41-55 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","6th Flr Rear, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","2nd Flr Front (West Section), Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ye Olde Valentine, 27-29, Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CL","Public House And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Suite E 2nd Flr Front, Arodene House, Over 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 29, Arodene House, Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Car Parking Space 14 Arodene House, Over 41-45 Perth Road, Gants Hill, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Space No 27 Arodene House Over 41-45, Perth Road, Ilford, Essex","IG2 6BX","CP1","Car Parking Space And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","5th Flr Rear, Arodene House, 41-45 Perth Road, Ilford, Essex","IG2 6BX","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","B & Q, 9-11, Horns Road, Barkingside, Ilford, Essex","IG2 6BN","CS10","Retail Warehouse And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0135), Opp Princes Road Horns Road, Ilford, Essex","IG2 6BN","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","25-27, Horns Road, Barkingside, Ilford, Essex","IG2 6BN","CS10","Retail Warehouse And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","67, Horns Road, Barkingside, Ilford, Essex","IG2 6BN","LC3","Hall And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ad Right (City Ads 1080/01/02) O/S Seaworld Chip Shop, 114, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","128-130, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","116, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CS3","Hairdressing Salon And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","124, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","122, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","120, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","126, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","(Site No 735001), Adj 114, Horns Road, Ilford, Essex","IG2 6BL","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","114, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","118, Horns Road, Barkingside, Ilford, Essex","IG2 6BL","CSO","Shop And Premises And Office"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Gnd F, 132, Horns Road, Ilford, Essex","IG2 6BL","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Adj The Farmhouse Table, Horns Road, Ilford, Essex","IG2 6BE","MX","Other Miscellaneous"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","2, Greengate Parade, Horns Road, Barkingside, Ilford, Essex","IG2 6BE","CR","Restaurant And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1, Greengate Parade, Horns Road, Barkingside, Ilford, Essex","IG2 6BE","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Unit 1 At, 8, Horns Road, Ilford, Essex","IG2 6BE","CS10","Retail Warehouse And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0123), O/S Public Toilets Horns Road, Ilford, Essex","IG2 6BE","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Netbusters Soccer Megastore, Corner Of Horns Road, Eastern Avenuebarkingside, Ilford, Essex","IG2 6BE","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Unit 2 At 8, Horns Road, Ilford, Essex","IG2 6BE","CS10","Retail Warehouse And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1a, Cranley Road, Newbury Park, Ilford, Essex","IG2 6AG","CW1","Land Used For Storage And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0109), O/S 351-385 Longbridge Road, Barking, Essex,","IG11 9DH","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0092), O/S 483 Longbridge Road, Barking, Essex,","IG11 9DF","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","565b, Longbridge Road, Barking, Essex,","IG11 9BZ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","561, Longbridge Road, Barking, Essex,","IG11 9BZ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","563, Longbridge Road, Barking, Essex,","IG11 9BZ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Flank Wall, 561, Longbridge Road, Barking, Essex,","IG11 9BZ","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","567, Longbridge Road, Barking, Essex,","IG11 9BZ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","565, Longbridge Road, Barking, Essex,","IG11 9BZ","CW3","Store And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Adshel 0126 0070 O/S Queensmead, Longbridge Road, Barking, Essex,","IG11 9BZ","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","565c, Longbridge Road, Barking, Essex,","IG11 9BZ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","205-209, Longbridge Road, Barking, Essex,","IG11 8UE","CG2","Garage And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","(Site 90609) Roof Top, Barking Bus Garage, Longbridge Road, Barking, Essex,","IG11 8UD","MT1","Communication Station And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","R/O Marquis Court, Longbridge Road, Barking, Essex,","IG11 8UA","LC3","Hall And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","L B R Depot, Ley Street, Ilford, Essex","IG1 7QX","CW","Warehouse And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Travel Lodge, Adj The Beehive Public House, Beehive Lane, Ilford, Essex","IG1 5DR","CH","Hotel And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Tennis Court No 12, Valentines Park, Ilford, Essex","IG1 4ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ilford Bowling Club, Valentines Park, Ilford, Essex","IG1 4ZZ","LX","Other Leisure"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Valentine Junior Tennis Club, Tennis Court No 6-7, Valentines Park, Ilford, Essex","IG1 4ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Tennis Court No 13, Valentines Park, Ilford, Essex","IG1 4ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Loxford Tennis Club Tennis Courts, Valentines Park, Ilford, Essex","IG1 4ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Tennis Court No 14, Valentines Park, Ilford, Essex","IG1 4ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Courtland Tennis Club Tennis Courts, Valentines Park, Ilford, Essex","IG1 4ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ilford Cricket Club, Valentines Park, Ilford, Essex","IG1 4ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Redbridge Bowls Club, Valentines Park, Ilford, Essex","IG1 4ZZ","LX","Other Leisure"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1st & 2nd Floors, 178, Cranbrook Road, Ilford, Essex","IG1 4XL","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Pt 2nd Floor, Valentines Mansions, Emerson Road, Ilford, Essex","IG1 4XA","ML","Offices And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Grd 1st & Pt 2nd Floor, Valentines Mansions, Emerson Road, Ilford, Essex","IG1 4XA","ML","Offices And Premises"
