Body name,Body,"Full Property Address","Post Code","Analysis Code of Last 2010 Valuation","NDR - Analysis code description"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","366, Horns Road, Barkingside, Ilford, Essex","IG6 1BT","CG1","Vechile Repair Workshop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","364, Horns Road, Barkingside, Ilford, Essex","IG6 1BT","CX","Other Commercial"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","108-112 Horns Road, Barkingside, Ilford, Essex","IG6 1BL","CX","Other Commercial"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","The County, 134, Horns Road, Barkingside, Ilford, Essex","IG6 1BE","CL","Public House And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ilford Committee For Education, Wensleydale Playing Field, Wensleydale Avenue, Clayhall, Ilford, Essex","IG5 0ZZ","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Gilbert Colvin School, Strafford Avenue, Clayhall, Ilford, Essex","IG5 0TL","EL","School And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1-2, Tiptree Crescent, Ilford, Essex","IG5 0SZ","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","02 (Site 18108), Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0SZ","MT1","Communication Station And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","239, Tiptree Crescent, Ilford, Essex","IG5 0SS","CS5","Launderette And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","284a, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0SH","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","272, Fulwell Avenue, Ilford, Essex","IG5 0SB","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Scout Hut, Hurstleigh Gardens, Ilford, Essex","IG5 0RQ","LC3","Hall And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1, Fullwell Parade, Fullwell Avenue, Clayhall, Ilford, Essex","IG5 0RF","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","2, Fullwell Parade, Fullwell Avenue, Clayhall, Ilford, Essex","IG5 0RF","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","6, Fullwell Parade, Fullwell Avenue, Clayhall, Ilford, Essex","IG5 0RF","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","4, Fullwell Parade, Fullwell Avenue, Clayhall, Ilford, Essex","IG5 0RF","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","3, Fullwell Parade, Fullwell Avenue, Clayhall, Ilford, Essex","IG5 0RF","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","5, Fullwell Parade, Fullwell Avenue, Clayhall, Ilford, Essex","IG5 0RF","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Caterham High School, Caterham Avenue, Clayhall, Ilford, Essex","IG5 0QW","EL","School And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Heathcote Clinic, Heathcote Avenue, Ilford","IG5 0QS","MH1","Health Centre And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right (Adshel Site 0122), E/O Woodford Avenue, Clayhall Avenue, Ilford, Essex","IG5 0PS","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","47, Atherton Road, Clayhall, Ilford, Essex","IG5 0PQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","53, Atherton Road, Clayhall, Ilford, Essex","IG5 0PQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","51, Atherton Road, Clayhall, Ilford, Essex","IG5 0PQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","45, Atherton Road, Clayhall, Ilford, Essex","IG5 0PQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","55, Atherton Road, Clayhall, Ilford, Essex","IG5 0PQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","49, Atherton Road, Clayhall, Ilford, Essex","IG5 0PQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","137, Clayhall Avenue, Ilford, Essex","IG5 0PN","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Glade Primary School, Harewood Drive, Clayhall, Ilford, Essex","IG5 0PH","EL","School And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","161, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0NZ","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","235, Clayhall Avenue, Ilford, Essex","IG5 0NY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","231, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0NY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Unicorn, 225, Clayhall Avenue, Ilford, Essex","IG5 0NY","CL","Public House And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","241, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0NY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","227 &, R/O 227 Clayhall Avenue, Ilford, Essex","IG5 0NY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","229, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0NY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","237, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0NY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","239, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0NY","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","8, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","3, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ad Right (City Ads 1089/01/02) O/S Super Fags Mags News, Claybury Broadway, Clayhall Ilford, Essex","IG5 0LQ","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","13, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","10, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","4, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","6, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","12, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","7, Claybury Broadway, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","2, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","R/O 1, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","9, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","5, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","EM","Library And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","5b Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","11, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","14, Claybury Broadway, Clayhall, Ilford, Essex","IG5 0LQ","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0110), Opp 307 Clayhall Avenue, Ilford, Essex","IG5 0LH","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","14, Clayhall Avenue, Ilford, Essex","IG5 0LG","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0150), O/S 480 Clayhall Avenue, Ilford, Essex","IG5 0LG","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","208, Clayhall Avenue, Clayhall, Ilford, Essex","IG5 0LE","EN1","Day Nursery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","178, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","176, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","162-166 Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","190-192, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","180, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","182, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","156-160, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","198, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS3","Hairdressing Salon And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","188, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","168, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","170, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EW","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Barkingside Garden Of Rest, Longwood Gardens, Ilford, Essex","IG5 0ET","MC","Cemetery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Barkingside Cemetery East Lodge, Longwood Gardens, Ilford, Essex","IG5 0ET","MC","Cemetery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","171, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EN","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","165, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EN","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","169, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EN","CS3","Hairdressing Salon And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","173, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EN","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Dr Johnson, Longwood Gardens, Ilford, Essex","IG5 0EN","CL","Public House And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","167, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EN","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","163a Longwood Gardens, Clayhall, Ilford, Essex","IG5 0EG","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Tudor Tennis Club Court 1, Clayhall Park, Longwood Gardens, Ilford, Essex","IG5 0EB","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Stradbroke Social Club Court 2, Clayhall Park, Longwood Gardens, Ilford, Essex","IG5 0EB","LS7","Tennis Courts And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","R/O 15 Longwood Parade, Longwood Gardens, Ilford, Essex","IG5 0EB","CW3","Store And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Clayhall Bowls Club Clayhall Park, Longwood Gardens, Ilford, Essex","IG5 0EB","LX","Other Leisure"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Court 8, Longwood Gardens, Ilford, Essex","IG5 0EB","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Clayhall Park Court 3, Clayhall Park, Longwood Gardens, Ilford, Essex","IG5 0EB","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Clayhall Park Court 4, Clayhall Park, Longwood Gardens, Ilford, Essex","IG5 0EB","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Court 7, Longwood Gardens, Ilford, Essex","IG5 0EB","LS","Sports Grounds And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Park Hill Primary School, Lord Avenue, Ilford, Essex","IG5 0DB","EL","School And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","150, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0BE","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","154, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0BA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Vodafone (47207) Gants Hill , Longwood Gardens, Clayhall, Ilford","IG5 0BA","MT1","Communication Station And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","N G W Site ( 165121 Shared ), Gants Hill Telephone Exchange, Longwood Gardens, Clayhall, Ilford, Essex","IG5 0AZ","MT1","Communication Station And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","P D S A Animal Treatment Centre, Woodford Bridge Road, Redbridge, Ilford, Essex","IG4 5ZZ","CX","Other Commercial"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right (Adshel Site 0106), At North View Drive, Southend Road, Ilford, Essex","IG4 5QG","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Roding Hospital, Roding Lane South, Redbridge, Ilford, Essex","IG4 5PZ","MH3","Hospital And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Orange ( Site Gln 3094 ), Roding Lane South, Redbridge, Ilford, Essex","IG4 5PD","MT1","Communication Station And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","26a, Roding Lane South, Redbridge, Ilford, Essex","IG4 5NZ","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","12, Roding Lane South, Redbridge, Ilford, Essex","IG4 5NX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","8, Roding Lane South, Redbridge, Ilford, Essex","IG4 5NX","CS3","Hairdressing Salon And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","2, Roding Lane South, Redbridge, Ilford, Essex","IG4 5NX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","6, Roding Lane South, Ilford, Essex","IG4 5NX","CSO","Shop And Premises And Office"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","14, Roding Lane South, Redbridge, Ilford, Essex","IG4 5NX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","10, Roding Lane South, Ilford, Essex","IG4 5NX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","4, Roding Lane South, Redbridge, Ilford, Essex","IG4 5NX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0026), O/S 3 Hedgeley, Woodford Avenue, Ilford, Essex","IG4 5NW","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0146), O/S Trebor House Woodford Avenue, Ilford, Essex","IG4 5NU","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Beal High School, Woodford Bridge Road, Ilford","IG4 5LP","EL","School And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Sinclair House, Woodford Bridge Road, Ilford, Essex","IG4 5LN","CL2","Club And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0120), Clayhall Avenue, Ilford, Essex","IG4 5LL","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Lands & Buildings Adj Pdsa 35, Woodford Bridge Road, Ilford, Essex","IG4 5LL","LX","Other Leisure"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0145), O/S 213 Woodford Avenue, Ilford, Essex","IG4 5LH","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Daycare Centre, Highview House, Grasmere Gardens, Clayhall, Ilford, Essex","IG4 5LF","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","G & M Services Ltd, Highview House, Grasmere Gardens, Clayhall, Ilford, Essex","IG4 5LF","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Gnd F, 143, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5LE","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Advertising Right, (Adshel Site No 0095), O/S 153 Woodford Avenue, Ilford, Essex","IG4 5LE","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Redbridge School, College Gardens, Redbridge, Ilford, Essex","IG4 5HW","EL","School And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","118, Inglehurst Gardens, Redbridge, Ilford, Essex","IG4 5HA","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1, Lindale Close, Gants Hill, Ilford, Essex","IG4 5FB","CX","Other Commercial"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","53-63, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5EY","CWO","Warehouse And Premises And Office"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","42, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5EX","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","51, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5EU","MH","Surgery And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","11a, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","9, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CSS","Shop And Premises And Store"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","11, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CSS","Shop And Premises And Store"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","5, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1b, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","7, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","3, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Trafficmaster (Ref:9191) A12, Redbridge Roundabout (Southbound), North Circular Road, Ilford, Essex","IG4 5ET","MT1","Communication Station And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1a, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Gnd Flr, 25, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ET","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","5, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5ER","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","4, High View Parade, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ER","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1, High View Parade, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ER","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1b High View Parade, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ER","CSO","Shop And Premises And Office"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","6-6a, High View Parade, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ER","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","3, High View Parade, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ER","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Ad Right (City Ads 1088/01/02) Opp Spinks Insurance, Redbridge Lane East, Ilford","IG4 5ER","CA","Advertising Right"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Gnd Flr Right, 2 High View Parade, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ER","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","Gnd Flr Left, 2 High View Parade, Redbridge Lane East, Redbridge, Ilford, Essex","IG4 5ER","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","11, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CR","Restaurant And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","1st Floor, 10, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","12-12a High View Parade, Woodford Avenue, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","10, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","7, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","9a, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","14, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","8, High View Parade, Woodford Avenue, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","13, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","9, High View Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","12b Highview Parade, Woodford Avenue, Redbridge, Ilford, Essex","IG4 5EP","CO","Office And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","96, Beehive Lane, Redbridge, Ilford, Essex","IG4 5EG","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","94, Beehive Lane, Redbridge, Ilford, Essex","IG4 5EG","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","88, Beehive Lane, Redbridge, Ilford, Essex","IG4 5EG","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","98, Beehive Lane, Redbridge, Ilford, Essex","IG4 5EG","CS","Shop And Premises"
"London Borough of Redbridge","http://statistics.data.gov.uk/doc/local-authority/00BC","86, Beehive Lane, Redbridge, Ilford, Essex","IG4 5EG","CS","Shop And Premises"
